Outlet_ID,Outlet_Name,Avg_Employees,Avg_Employee_Turnover,Avg_Customer_Satisfaction,Total_Complaints,Staff_Status,Insight,Recommendation
OUT0475,Franchise Outlet 0475,10.0,8.8,3.14,965.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0476,Franchise Outlet 0476,33.0,6.46,4.01,708.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0477,Franchise Outlet 0477,18.0,6.21,4.02,720.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0478,Franchise Outlet 0478,12.0,8.34,3.27,945.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0479,Franchise Outlet 0479,15.0,7.64,3.17,992.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0480,Franchise Outlet 0480,13.0,7.59,3.82,716.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0481,Franchise Outlet 0481,24.0,7.82,3.45,898.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0482,Franchise Outlet 0482,22.0,8.69,3.11,939.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0483,Franchise Outlet 0483,25.0,9.64,3.02,1061.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0484,Franchise Outlet 0484,17.0,6.9,4.01,677.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0485,Franchise Outlet 0485,16.0,6.93,3.75,817.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0486,Franchise Outlet 0486,16.0,9.98,2.75,1331.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0487,Franchise Outlet 0487,17.0,7.64,3.39,990.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0488,Franchise Outlet 0488,14.0,8.41,3.34,964.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0489,Franchise Outlet 0489,13.0,6.12,3.99,668.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0490,Franchise Outlet 0490,21.0,5.74,4.15,681.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0491,Franchise Outlet 0491,25.0,9.68,2.91,1105.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0492,Franchise Outlet 0492,16.0,7.03,3.66,809.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0493,Franchise Outlet 0493,19.0,8.31,3.22,1029.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0494,Franchise Outlet 0494,13.0,9.92,2.66,1270.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0495,Franchise Outlet 0495,15.0,9.63,2.9,1160.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0496,Franchise Outlet 0496,17.0,5.93,4.13,646.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0497,Franchise Outlet 0497,17.0,9.56,2.88,1112.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0498,Franchise Outlet 0498,23.0,10.2,2.74,1363.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0499,Franchise Outlet 0499,17.0,7.25,3.81,791.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0500,Franchise Outlet 0500,23.0,7.22,3.75,714.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0501,Franchise Outlet 0501,14.0,10.3,2.78,1317.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0502,Franchise Outlet 0502,22.0,8.79,3.17,1035.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0503,Franchise Outlet 0503,22.0,6.89,3.71,791.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0504,Franchise Outlet 0504,15.0,7.8,3.46,853.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0505,Franchise Outlet 0505,17.0,9.01,3.28,994.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0506,Franchise Outlet 0506,26.0,6.0,4.31,649.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0507,Franchise Outlet 0507,18.0,7.8,3.34,885.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0508,Franchise Outlet 0508,10.0,9.85,2.73,1289.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0509,Franchise Outlet 0509,20.0,6.09,4.12,677.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0510,Franchise Outlet 0510,17.0,5.9,3.94,698.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0511,Franchise Outlet 0511,20.0,6.44,3.96,725.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0512,Franchise Outlet 0512,19.0,8.16,3.3,945.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0513,Franchise Outlet 0513,15.0,6.47,4.07,694.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0514,Franchise Outlet 0514,24.0,6.29,3.97,678.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0515,Franchise Outlet 0515,18.0,6.96,3.99,722.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0516,Franchise Outlet 0516,13.0,7.89,3.47,874.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0517,Franchise Outlet 0517,20.0,7.78,3.64,817.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0518,Franchise Outlet 0518,25.0,10.08,3.17,1025.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0519,Franchise Outlet 0519,23.0,6.47,3.45,920.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0520,Franchise Outlet 0520,20.0,6.9,3.75,769.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0521,Franchise Outlet 0521,19.0,6.33,4.12,729.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0522,Franchise Outlet 0522,20.0,5.38,4.04,650.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0523,Franchise Outlet 0523,21.0,5.8,4.23,671.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0524,Franchise Outlet 0524,12.0,8.32,3.32,888.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0525,Franchise Outlet 0525,19.0,6.23,3.86,692.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0526,Franchise Outlet 0526,24.0,8.48,3.37,848.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0527,Franchise Outlet 0527,30.0,9.06,3.07,1024.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0528,Franchise Outlet 0528,18.0,9.16,3.0,997.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0529,Franchise Outlet 0529,9.0,7.7,3.39,835.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0530,Franchise Outlet 0530,12.0,6.61,3.82,727.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0531,Franchise Outlet 0531,19.0,6.31,3.95,698.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0532,Franchise Outlet 0532,15.0,8.9,3.11,1026.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0533,Franchise Outlet 0533,21.0,5.63,4.13,672.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0534,Franchise Outlet 0534,17.0,7.95,3.54,880.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0535,Franchise Outlet 0535,14.0,6.89,3.82,803.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0536,Franchise Outlet 0536,15.0,7.14,3.84,748.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0537,Franchise Outlet 0537,16.0,7.39,3.71,782.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0538,Franchise Outlet 0538,20.0,9.03,3.07,1094.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0539,Franchise Outlet 0539,15.0,8.61,3.07,1087.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0540,Franchise Outlet 0540,15.0,6.07,3.92,743.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0541,Franchise Outlet 0541,23.0,7.32,3.63,792.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0542,Franchise Outlet 0542,19.0,6.54,3.86,678.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0543,Franchise Outlet 0543,17.0,9.5,3.05,1064.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0544,Franchise Outlet 0544,17.0,6.34,3.83,730.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0545,Franchise Outlet 0545,13.0,8.41,3.38,930.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0546,Franchise Outlet 0546,16.0,8.06,3.57,900.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0547,Franchise Outlet 0547,15.0,8.06,3.37,920.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0548,Franchise Outlet 0548,21.0,8.35,3.33,901.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0549,Franchise Outlet 0549,14.0,10.06,3.07,1038.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0550,Franchise Outlet 0550,15.0,5.19,4.18,689.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0551,Franchise Outlet 0551,18.0,9.78,2.74,1239.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0552,Franchise Outlet 0552,20.0,9.84,2.95,1103.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0553,Franchise Outlet 0553,20.0,7.15,3.64,844.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0554,Franchise Outlet 0554,24.0,5.51,4.07,657.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0555,Franchise Outlet 0555,19.0,9.42,2.87,1184.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0556,Franchise Outlet 0556,24.0,6.44,3.93,758.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0557,Franchise Outlet 0557,11.0,9.91,2.81,1147.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0558,Franchise Outlet 0558,18.0,7.21,3.61,797.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0559,Franchise Outlet 0559,11.0,10.17,2.98,1025.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0560,Franchise Outlet 0560,20.0,7.1,3.69,760.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0561,Franchise Outlet 0561,20.0,6.37,3.94,680.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0562,Franchise Outlet 0562,17.0,7.35,3.67,797.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0563,Franchise Outlet 0563,8.0,6.28,3.92,716.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0564,Franchise Outlet 0564,8.0,9.88,2.84,1172.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0565,Franchise Outlet 0565,14.0,10.01,2.79,1268.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0566,Franchise Outlet 0566,22.0,9.93,2.79,1285.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0567,Franchise Outlet 0567,18.0,10.38,2.73,1158.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0568,Franchise Outlet 0568,26.0,6.71,3.73,762.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0569,Franchise Outlet 0569,23.0,10.32,2.77,1248.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0570,Franchise Outlet 0570,14.0,5.98,4.13,678.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0571,Franchise Outlet 0571,17.0,6.18,4.28,693.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0572,Franchise Outlet 0572,20.0,7.67,3.46,829.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0573,Franchise Outlet 0573,20.0,5.7,4.02,648.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0574,Franchise Outlet 0574,10.0,8.93,3.1,1002.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0575,Franchise Outlet 0575,25.0,8.44,3.28,965.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0576,Franchise Outlet 0576,17.0,9.21,3.13,968.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0577,Franchise Outlet 0577,15.0,6.68,3.94,714.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0578,Franchise Outlet 0578,11.0,6.06,4.0,705.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0579,Franchise Outlet 0579,19.0,7.1,3.96,762.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0580,Franchise Outlet 0580,9.0,6.21,4.2,651.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0581,Franchise Outlet 0581,17.0,6.72,3.82,752.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0582,Franchise Outlet 0582,13.0,8.94,3.05,965.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0583,Franchise Outlet 0583,16.0,10.24,2.88,1196.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0584,Franchise Outlet 0584,22.0,7.74,3.57,757.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0585,Franchise Outlet 0585,18.0,10.31,3.04,1038.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0586,Franchise Outlet 0586,11.0,8.83,3.14,1050.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0587,Franchise Outlet 0587,18.0,9.61,2.79,1291.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0588,Franchise Outlet 0588,18.0,10.16,2.73,1239.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0589,Franchise Outlet 0589,9.0,7.2,3.51,869.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0590,Franchise Outlet 0590,12.0,6.36,3.75,754.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0591,Franchise Outlet 0591,21.0,8.74,3.25,942.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0592,Franchise Outlet 0592,24.0,6.65,3.63,796.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0593,Franchise Outlet 0593,7.0,8.16,3.21,998.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0594,Franchise Outlet 0594,28.0,5.86,4.21,637.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0595,Franchise Outlet 0595,16.0,5.73,4.13,715.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0596,Franchise Outlet 0596,23.0,8.7,3.13,930.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0597,Franchise Outlet 0597,19.0,6.82,3.66,841.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0598,Franchise Outlet 0598,23.0,8.42,3.26,1022.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0599,Franchise Outlet 0599,13.0,8.11,3.39,896.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0600,Franchise Outlet 0600,9.0,9.84,2.94,1102.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0601,Franchise Outlet 0601,21.0,10.15,2.85,1146.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0602,Franchise Outlet 0602,7.0,10.05,2.95,1146.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0603,Franchise Outlet 0603,19.0,6.63,4.11,676.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0604,Franchise Outlet 0604,16.0,5.62,4.13,675.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0605,Franchise Outlet 0605,14.0,8.68,3.43,840.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0606,Franchise Outlet 0606,22.0,6.48,4.18,638.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0607,Franchise Outlet 0607,24.0,9.41,2.92,1136.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0608,Franchise Outlet 0608,13.0,6.4,3.84,743.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0609,Franchise Outlet 0609,15.0,8.23,3.25,925.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0610,Franchise Outlet 0610,15.0,10.24,2.59,1255.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0611,Franchise Outlet 0611,20.0,8.38,3.45,884.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0612,Franchise Outlet 0612,24.0,8.6,3.26,954.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0613,Franchise Outlet 0613,18.0,6.03,4.01,708.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0614,Franchise Outlet 0614,12.0,9.86,2.91,1189.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0615,Franchise Outlet 0615,24.0,6.23,4.1,653.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0616,Franchise Outlet 0616,17.0,10.18,2.65,1287.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0617,Franchise Outlet 0617,17.0,6.73,3.95,736.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0618,Franchise Outlet 0618,23.0,7.6,3.32,923.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0619,Franchise Outlet 0619,28.0,9.13,3.2,924.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0620,Franchise Outlet 0620,18.0,7.04,3.77,705.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0621,Franchise Outlet 0621,22.0,7.51,3.47,829.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0622,Franchise Outlet 0622,13.0,9.15,2.97,1120.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0623,Franchise Outlet 0623,16.0,7.63,3.46,855.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0624,Franchise Outlet 0624,13.0,6.98,3.56,845.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0625,Franchise Outlet 0625,14.0,10.52,2.67,1268.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0626,Franchise Outlet 0626,8.0,8.2,3.25,925.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0627,Franchise Outlet 0627,21.0,7.05,3.8,853.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0628,Franchise Outlet 0628,26.0,9.6,3.42,894.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0629,Franchise Outlet 0629,18.0,9.43,3.34,987.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0630,Franchise Outlet 0630,24.0,8.36,3.28,894.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0631,Franchise Outlet 0631,16.0,6.98,3.62,774.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0632,Franchise Outlet 0632,18.0,6.21,3.99,721.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0633,Franchise Outlet 0633,16.0,9.38,3.13,995.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0634,Franchise Outlet 0634,23.0,7.59,3.68,736.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
