Outlet_ID,Outlet_Name,Records,Average_Employees,Average_Productivity_Score,Average_Attendance_Rate,Average_Staff_Performance_Score,Top_Performer_Months,Needs_Improvement_Months,Balanced_Months,Understaffed_Months,Overstaffed_Months,Latest_Month,Latest_Staff_Performance_Score,Latest_Staff_Category,Latest_Scheduling_Status,Workforce_Category,Workforce_Alert_Level,Workforce_Insight,Workforce_Recommendation
OUT0622,Franchise Outlet 0622,40,13.0,48.02,93.22,63.9,0,38,0,0,40,2026-04-01,64.32,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 63.9/100 with 93.2% attendance. The latest workforce schedule is overstaffed, and 38 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0623,Franchise Outlet 0623,40,16.0,96.86,94.24,90.55,21,0,0,40,0,2026-04-01,91.27,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 90.5/100 with 94.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0624,Franchise Outlet 0624,40,13.0,100.0,94.49,92.58,34,0,0,40,0,2026-04-01,92.37,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.6/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0625,Franchise Outlet 0625,40,14.0,61.28,92.42,69.04,0,5,12,0,28,2026-04-01,72.09,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 69.0/100 with 92.4% attendance. The latest workforce schedule is balanced, and 5 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0626,Franchise Outlet 0626,40,8.0,100.0,93.85,91.17,22,0,0,40,0,2026-04-01,92.61,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.2/100 with 93.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0627,Franchise Outlet 0627,40,21.0,100.0,94.64,93.56,40,0,0,40,0,2026-04-01,91.89,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.6/100 with 94.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0628,Franchise Outlet 0628,40,26.0,31.43,93.57,57.46,0,40,0,0,40,2026-04-01,55.9,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 57.5/100 with 93.6% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0629,Franchise Outlet 0629,40,18.0,48.89,93.49,65.83,0,23,0,0,40,2026-04-01,66.21,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 65.8/100 with 93.5% attendance. The latest workforce schedule is overstaffed, and 23 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0630,Franchise Outlet 0630,40,24.0,48.35,93.9,65.5,0,25,0,0,40,2026-04-01,64.52,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 65.5/100 with 93.9% attendance. The latest workforce schedule is overstaffed, and 25 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0631,Franchise Outlet 0631,40,16.0,85.44,94.62,85.61,2,0,1,39,0,2026-04-01,82.01,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 85.6/100 with 94.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0632,Franchise Outlet 0632,40,18.0,93.52,95.16,91.27,24,0,0,40,0,2026-04-01,92.12,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.3/100 with 95.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0633,Franchise Outlet 0633,40,16.0,48.95,93.34,64.99,0,32,1,0,39,2026-04-01,64.77,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 65.0/100 with 93.3% attendance. The latest workforce schedule is overstaffed, and 32 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0634,Franchise Outlet 0634,40,23.0,49.79,94.52,68.01,0,9,0,0,40,2026-04-01,64.62,Needs Improvement,Overstaffed,Meets Expectations,Medium,"Average staff performance is 68.0/100 with 94.5% attendance. The latest workforce schedule is overstaffed, and 9 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0635,Franchise Outlet 0635,40,11.0,81.53,93.94,82.13,0,0,3,37,0,2026-04-01,82.64,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 82.1/100 with 93.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0636,Franchise Outlet 0636,40,21.0,55.06,93.59,68.55,0,6,2,0,38,2026-04-01,67.72,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 68.6/100 with 93.6% attendance. The latest workforce schedule is overstaffed, and 6 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0637,Franchise Outlet 0637,40,21.0,98.77,94.46,91.88,28,0,0,40,0,2026-04-01,92.48,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.9/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0638,Franchise Outlet 0638,40,22.0,62.02,94.18,73.31,0,0,22,0,18,2026-04-01,76.13,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 73.3/100 with 94.2% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0639,Franchise Outlet 0639,40,23.0,57.47,95.34,73.88,0,0,5,0,35,2026-04-01,71.67,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 73.9/100 with 95.3% attendance. The latest workforce schedule is overstaffed, and 0 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0640,Franchise Outlet 0640,40,13.0,100.0,94.57,92.96,37,0,0,40,0,2026-04-01,91.71,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.0/100 with 94.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0641,Franchise Outlet 0641,40,18.0,92.84,95.21,91.34,23,0,1,39,0,2026-04-01,96.94,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.3/100 with 95.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0642,Franchise Outlet 0642,40,20.0,96.82,94.98,92.81,34,0,0,38,2,2026-04-01,95.29,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.8/100 with 95.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0643,Franchise Outlet 0643,40,22.0,89.63,95.39,89.57,13,0,0,40,0,2026-04-01,87.4,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.6/100 with 95.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0644,Franchise Outlet 0644,40,8.0,100.0,95.08,93.98,40,0,0,40,0,2026-04-01,92.06,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.0/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0645,Franchise Outlet 0645,40,17.0,41.67,93.36,61.25,0,40,0,0,40,2026-04-01,60.05,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 61.3/100 with 93.4% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0646,Franchise Outlet 0646,40,25.0,99.63,95.33,94.7,39,0,0,40,0,2026-04-01,96.8,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.7/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0647,Franchise Outlet 0647,40,24.0,75.85,95.46,82.93,0,0,9,31,0,2026-04-01,83.51,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 82.9/100 with 95.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0648,Franchise Outlet 0648,40,19.0,90.67,94.27,87.84,8,0,1,39,0,2026-04-01,86.51,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 87.8/100 with 94.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0649,Franchise Outlet 0649,40,26.0,57.44,94.23,71.34,0,0,5,0,35,2026-04-01,72.57,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 71.3/100 with 94.2% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0650,Franchise Outlet 0650,40,19.0,37.84,92.56,57.87,0,40,0,0,40,2026-04-01,57.82,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 57.9/100 with 92.6% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0651,Franchise Outlet 0651,40,19.0,69.88,95.69,80.78,0,0,27,11,2,2026-04-01,80.57,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 80.8/100 with 95.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0652,Franchise Outlet 0652,40,10.0,100.0,94.23,91.85,28,0,0,40,0,2026-04-01,92.48,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.8/100 with 94.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0653,Franchise Outlet 0653,40,15.0,49.4,92.82,64.06,0,33,0,0,40,2026-04-01,61.95,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 64.1/100 with 92.8% attendance. The latest workforce schedule is overstaffed, and 33 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0654,Franchise Outlet 0654,40,18.0,73.85,94.65,80.2,0,0,19,21,0,2026-04-01,79.06,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 80.2/100 with 94.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0655,Franchise Outlet 0655,40,9.0,100.0,95.56,94.82,40,0,0,40,0,2026-04-01,95.3,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.8/100 with 95.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0656,Franchise Outlet 0656,40,13.0,100.0,95.08,94.76,40,0,0,40,0,2026-04-01,93.98,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.8/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0657,Franchise Outlet 0657,40,29.0,57.46,92.89,68.38,0,5,2,0,38,2026-04-01,69.51,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 68.4/100 with 92.9% attendance. The latest workforce schedule is overstaffed, and 5 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0658,Franchise Outlet 0658,40,12.0,62.64,93.56,72.06,0,0,26,0,14,2026-04-01,74.82,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 72.1/100 with 93.6% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0659,Franchise Outlet 0659,40,15.0,30.77,92.46,54.17,0,39,0,1,39,2026-04-01,55.25,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 54.2/100 with 92.5% attendance. The latest workforce schedule is overstaffed, and 39 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0660,Franchise Outlet 0660,40,14.0,99.43,94.49,92.49,34,0,0,40,0,2026-04-01,91.7,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.5/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0661,Franchise Outlet 0661,40,15.0,94.79,93.53,87.89,9,0,0,40,0,2026-04-01,84.75,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 87.9/100 with 93.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0662,Franchise Outlet 0662,40,8.0,46.29,93.1,62.78,0,38,0,0,40,2026-04-01,64.11,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 62.8/100 with 93.1% attendance. The latest workforce schedule is overstaffed, and 38 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0663,Franchise Outlet 0663,40,16.0,65.67,93.65,73.7,0,0,37,1,2,2026-04-01,76.11,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 73.7/100 with 93.7% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0664,Franchise Outlet 0664,40,18.0,60.25,94.76,73.7,0,1,17,0,23,2026-04-01,79.49,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 73.7/100 with 94.8% attendance. The latest workforce schedule is balanced, and 1 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0665,Franchise Outlet 0665,40,26.0,42.39,94.8,64.93,0,30,0,0,40,2026-04-01,66.59,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 64.9/100 with 94.8% attendance. The latest workforce schedule is overstaffed, and 30 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0666,Franchise Outlet 0666,40,18.0,86.76,93.86,84.87,1,0,0,40,0,2026-04-01,85.95,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 84.9/100 with 93.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0667,Franchise Outlet 0667,40,19.0,100.0,94.88,94.19,40,0,0,40,0,2026-04-01,93.93,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.2/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0668,Franchise Outlet 0668,40,23.0,52.71,93.48,66.88,0,14,0,0,40,2026-04-01,68.25,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 66.9/100 with 93.5% attendance. The latest workforce schedule is overstaffed, and 14 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0669,Franchise Outlet 0669,40,21.0,82.4,95.64,86.78,2,0,1,38,1,2026-04-01,90.29,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 86.8/100 with 95.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0670,Franchise Outlet 0670,40,14.0,48.23,92.52,63.02,0,40,0,0,40,2026-04-01,66.12,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 63.0/100 with 92.5% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0671,Franchise Outlet 0671,40,16.0,99.68,94.45,93.21,36,0,0,40,0,2026-04-01,91.09,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.2/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0672,Franchise Outlet 0672,40,16.0,83.78,95.05,85.82,2,0,0,40,0,2026-04-01,89.71,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 85.8/100 with 95.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0673,Franchise Outlet 0673,40,21.0,58.1,94.98,72.8,0,0,4,0,36,2026-04-01,71.18,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 72.8/100 with 95.0% attendance. The latest workforce schedule is overstaffed, and 0 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0674,Franchise Outlet 0674,40,23.0,30.82,93.17,55.23,0,40,0,0,40,2026-04-01,56.51,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 55.2/100 with 93.2% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0675,Franchise Outlet 0675,40,13.0,93.49,93.68,87.51,8,0,0,40,0,2026-04-01,85.79,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 87.5/100 with 93.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0676,Franchise Outlet 0676,40,21.0,50.18,95.07,69.17,0,2,0,0,40,2026-04-01,72.86,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 69.2/100 with 95.1% attendance. The latest workforce schedule is overstaffed, and 2 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0677,Franchise Outlet 0677,40,27.0,72.0,94.55,79.05,0,0,26,14,0,2026-04-01,85.94,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 79.1/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0678,Franchise Outlet 0678,40,19.0,38.92,93.89,61.16,0,40,0,0,40,2026-04-01,61.83,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 61.2/100 with 93.9% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0679,Franchise Outlet 0679,40,21.0,94.83,94.43,90.0,18,0,0,40,0,2026-04-01,92.55,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 90.0/100 with 94.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0680,Franchise Outlet 0680,40,18.0,98.26,95.27,94.2,38,0,2,38,0,2026-04-01,93.86,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.2/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0681,Franchise Outlet 0681,40,18.0,42.12,93.6,61.81,0,40,0,0,40,2026-04-01,62.64,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 61.8/100 with 93.6% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0682,Franchise Outlet 0682,40,18.0,54.78,92.61,66.9,0,16,1,0,39,2026-04-01,68.68,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 66.9/100 with 92.6% attendance. The latest workforce schedule is overstaffed, and 16 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0683,Franchise Outlet 0683,40,15.0,68.63,95.41,79.25,0,0,28,8,4,2026-04-01,80.05,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 79.3/100 with 95.4% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0684,Franchise Outlet 0684,40,24.0,34.46,93.46,58.07,0,39,0,0,40,2026-04-01,59.77,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 58.1/100 with 93.5% attendance. The latest workforce schedule is overstaffed, and 39 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0685,Franchise Outlet 0685,40,26.0,96.16,95.05,91.71,29,0,0,40,0,2026-04-01,92.72,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.7/100 with 95.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0686,Franchise Outlet 0686,40,25.0,32.22,92.33,54.44,0,40,0,0,40,2026-04-01,55.13,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 54.4/100 with 92.3% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0687,Franchise Outlet 0687,40,21.0,59.7,94.32,72.4,0,0,8,0,32,2026-04-01,76.79,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 72.4/100 with 94.3% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0688,Franchise Outlet 0688,40,17.0,40.57,93.18,60.4,0,40,0,0,40,2026-04-01,61.0,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 60.4/100 with 93.2% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0689,Franchise Outlet 0689,40,17.0,36.33,94.25,61.04,0,40,0,0,40,2026-04-01,60.94,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 61.0/100 with 94.3% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0690,Franchise Outlet 0690,40,18.0,100.0,94.44,92.74,34,0,0,40,0,2026-04-01,93.51,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.7/100 with 94.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0691,Franchise Outlet 0691,40,16.0,77.28,93.46,79.53,0,0,5,35,0,2026-04-01,80.57,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 79.5/100 with 93.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0692,Franchise Outlet 0692,40,6.0,98.03,93.84,89.84,15,0,0,40,0,2026-04-01,88.46,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.8/100 with 93.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0693,Franchise Outlet 0693,40,19.0,99.97,94.76,93.23,38,0,0,40,0,2026-04-01,94.74,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.2/100 with 94.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0694,Franchise Outlet 0694,40,13.0,91.84,95.06,90.79,17,0,0,40,0,2026-04-01,93.53,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 90.8/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0695,Franchise Outlet 0695,40,10.0,100.0,95.6,95.25,40,0,0,40,0,2026-04-01,94.16,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.2/100 with 95.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0696,Franchise Outlet 0696,40,15.0,56.64,92.68,67.09,0,18,2,0,38,2026-04-01,70.7,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 67.1/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 18 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0697,Franchise Outlet 0697,40,20.0,78.96,93.98,81.39,0,0,5,34,1,2026-04-01,83.74,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 81.4/100 with 94.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0698,Franchise Outlet 0698,40,27.0,70.23,94.87,78.36,0,0,31,9,0,2026-04-01,78.28,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 78.4/100 with 94.9% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0699,Franchise Outlet 0699,40,22.0,99.85,95.63,95.48,40,0,0,40,0,2026-04-01,96.15,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.5/100 with 95.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0700,Franchise Outlet 0700,40,20.0,43.18,93.24,61.95,0,40,0,0,40,2026-04-01,61.08,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 62.0/100 with 93.2% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0701,Franchise Outlet 0701,40,19.0,73.91,94.64,79.72,0,0,20,20,0,2026-04-01,83.18,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 79.7/100 with 94.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0702,Franchise Outlet 0702,40,19.0,100.0,95.24,95.13,40,0,0,40,0,2026-04-01,94.96,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.1/100 with 95.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0703,Franchise Outlet 0703,40,13.0,87.7,95.3,89.13,13,0,0,40,0,2026-04-01,91.79,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.1/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0704,Franchise Outlet 0704,40,24.0,34.9,93.28,58.07,0,40,0,0,40,2026-04-01,57.13,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 58.1/100 with 93.3% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
