Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations,Marketing_Effectiveness_Score,Effectiveness_Category,Campaign_Records,Total_Marketing_Reach,Total_Marketing_Conversions,Average_Campaign_ROI,High_Performing_Campaigns,Needs_Improvement_Campaigns,Primary_Campaign_Type,Customer_Engagement_Rate,Campaign_Performance_Category,Marketing_Effectiveness_Insight,Marketing_Effectiveness_Recommendation
OUT0602,39,749444.41,15211808.78,20865.0,18.38,20.3,4.93,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,51.85,Moderate,40,23633,2013,1.09,2,23,Digital Campaign,8.52,Needs Improvement,"Marketing effectiveness is 51.9/100 (Moderate). Campaign ROI averages 1.09, with 8.52% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0603,39,1730365.96,33078441.51,33233.0,34.07,19.12,5.23,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,64.3,Moderate,40,22799,3757,1.26,4,19,Digital Campaign,16.48,Needs Improvement,"Marketing effectiveness is 64.3/100 (Moderate). Campaign ROI averages 1.26, with 16.48% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0604,39,13003239.07,272970584.33,152171.0,32.51,20.99,4.76,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,79.77,High Performing,40,153411,24915,2.88,18,0,Digital Campaign,16.24,High Performing,"Marketing effectiveness is 79.8/100 (High Performing). Campaign ROI averages 2.88, with 16.24% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0605,37,1420921.97,25576748.43,43512.0,23.52,18.0,5.56,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,54.84,Moderate,40,44244,4996,1.18,6,27,Digital Campaign,11.29,Needs Improvement,"Marketing effectiveness is 54.8/100 (Moderate). Campaign ROI averages 1.18, with 11.29% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0606,38,9087639.66,183751104.27,129270.0,32.13,20.22,4.95,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,75.53,High Performing,40,135082,21774,2.7,18,0,Digital Campaign,16.12,High Performing,"Marketing effectiveness is 75.5/100 (High Performing). Campaign ROI averages 2.70, with 16.12% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0607,40,3053403.08,59367398.94,42325.0,14.15,19.44,5.14,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",49.35,Moderate,40,78582,5613,1.82,11,2,Digital Campaign,7.14,Moderate,"Marketing effectiveness is 49.4/100 (Moderate). Campaign ROI averages 1.82, with 7.14% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0608,40,9863530.24,194378097.12,148157.0,25.89,19.71,5.07,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,71.64,Moderate,40,178422,23568,2.59,13,0,Digital Campaign,13.21,High Performing,"Marketing effectiveness is 71.6/100 (Moderate). Campaign ROI averages 2.59, with 13.21% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0609,40,1381848.72,29310113.74,22400.0,24.41,21.21,4.71,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,58.57,Moderate,40,19936,2318,1.45,4,17,Digital Campaign,11.63,Moderate,"Marketing effectiveness is 58.6/100 (Moderate). Campaign ROI averages 1.45, with 11.63% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0610,40,1348099.22,27658008.72,28164.0,11.15,20.52,4.87,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",47.05,Moderate,40,54733,2898,1.39,5,20,Digital Campaign,5.29,Moderate,"Marketing effectiveness is 47.0/100 (Moderate). Campaign ROI averages 1.39, with 5.29% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0611,39,5237012.37,105476268.0,123427.0,27.49,20.14,4.97,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,70.87,Moderate,40,138204,19050,2.38,15,0,Digital Campaign,13.78,High Performing,"Marketing effectiveness is 70.9/100 (Moderate). Campaign ROI averages 2.38, with 13.78% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0612,39,4748867.13,92169362.24,53563.0,17.54,19.41,5.15,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",53.39,Moderate,40,92178,8131,2.22,13,4,Digital Campaign,8.82,Moderate,"Marketing effectiveness is 53.4/100 (Moderate). Campaign ROI averages 2.22, with 8.82% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0613,39,1586176.21,29205789.88,62914.0,24.9,18.41,5.43,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,58.89,Moderate,40,58033,6978,1.12,0,22,Digital Campaign,12.02,Needs Improvement,"Marketing effectiveness is 58.9/100 (Moderate). Campaign ROI averages 1.12, with 12.02% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0614,39,951453.85,19034248.5,12772.0,20.29,20.01,5.0,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,52.01,Moderate,40,13371,1271,1.09,3,21,Digital Campaign,9.51,Needs Improvement,"Marketing effectiveness is 52.0/100 (Moderate). Campaign ROI averages 1.09, with 9.51% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0615,36,19270044.85,346400791.52,205984.0,37.52,17.98,5.56,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,85.0,High Performing,40,194687,35661,2.92,17,3,Digital Campaign,18.32,High Performing,"Marketing effectiveness is 85.0/100 (High Performing). Campaign ROI averages 2.92, with 18.32% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0616,39,3686674.39,82547273.71,58031.0,18.59,22.39,4.47,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,59.8,Moderate,40,89441,8364,2.4,20,0,Digital Campaign,9.35,High Performing,"Marketing effectiveness is 59.8/100 (Moderate). Campaign ROI averages 2.40, with 9.35% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0617,39,3741208.41,86307363.62,86322.0,29.75,23.07,4.33,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,73.44,Moderate,40,83014,12419,2.55,19,0,Digital Campaign,14.96,High Performing,"Marketing effectiveness is 73.4/100 (Moderate). Campaign ROI averages 2.55, with 14.96% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0618,40,2456496.77,50059615.2,60455.0,20.73,20.38,4.91,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,58.46,Moderate,40,71501,7349,1.83,12,15,Digital Campaign,10.28,Moderate,"Marketing effectiveness is 58.5/100 (Moderate). Campaign ROI averages 1.83, with 10.28% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0619,39,1361110.33,26278605.89,16135.0,18.35,19.31,5.18,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,49.61,Moderate,40,19660,1808,1.19,2,23,Digital Campaign,9.2,Needs Improvement,"Marketing effectiveness is 49.6/100 (Moderate). Campaign ROI averages 1.19, with 9.20% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0620,38,4522028.61,92788835.08,100552.0,22.43,20.52,4.87,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,64.69,Moderate,40,137690,15381,2.42,18,3,Digital Campaign,11.17,High Performing,"Marketing effectiveness is 64.7/100 (Moderate). Campaign ROI averages 2.42, with 11.17% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0621,38,998193.21,20422722.86,35037.0,24.42,20.46,4.89,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,58.76,Moderate,40,31777,3672,1.31,5,19,Digital Campaign,11.56,Needs Improvement,"Marketing effectiveness is 58.8/100 (Moderate). Campaign ROI averages 1.31, with 11.56% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0622,39,1692126.29,30155761.66,21712.0,17.02,17.82,5.61,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",46.65,Moderate,40,29649,2433,1.15,4,23,Digital Campaign,8.21,Needs Improvement,"Marketing effectiveness is 46.6/100 (Moderate). Campaign ROI averages 1.15, with 8.21% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0623,40,4340808.6,89180000.86,83639.0,21.23,20.54,4.87,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,61.81,Moderate,40,112666,12008,2.29,17,2,Digital Campaign,10.66,High Performing,"Marketing effectiveness is 61.8/100 (Moderate). Campaign ROI averages 2.29, with 10.66% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0624,40,5289228.08,109419106.67,108120.0,28.49,20.69,4.83,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,70.88,Moderate,40,112784,16182,2.47,19,1,Digital Campaign,14.35,High Performing,"Marketing effectiveness is 70.9/100 (Moderate). Campaign ROI averages 2.47, with 14.35% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0625,39,1113191.01,21225772.59,35633.0,12.74,19.07,5.24,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",46.78,Moderate,40,60971,3671,1.17,5,25,Digital Campaign,6.02,Needs Improvement,"Marketing effectiveness is 46.8/100 (Moderate). Campaign ROI averages 1.17, with 6.02% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0626,39,3355816.37,66335209.35,81742.0,19.68,19.77,5.06,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,59.0,Moderate,40,113339,11424,1.91,11,4,Digital Campaign,10.08,Moderate,"Marketing effectiveness is 59.0/100 (Moderate). Campaign ROI averages 1.91, with 10.08% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0627,40,8541732.19,182813350.83,142582.0,30.17,21.4,4.67,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,77.42,High Performing,40,146663,22454,2.9,21,0,Digital Campaign,15.31,High Performing,"Marketing effectiveness is 77.4/100 (High Performing). Campaign ROI averages 2.90, with 15.31% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0628,39,1033914.58,18933810.86,14119.0,19.06,18.31,5.46,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,48.3,Moderate,40,15972,1428,1.01,3,24,Digital Campaign,8.94,Needs Improvement,"Marketing effectiveness is 48.3/100 (Moderate). Campaign ROI averages 1.01, with 8.94% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0629,39,2077558.3,43285542.05,30899.0,18.62,20.83,4.8,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,54.1,Moderate,40,40935,3692,1.67,6,10,Digital Campaign,9.02,Moderate,"Marketing effectiveness is 54.1/100 (Moderate). Campaign ROI averages 1.67, with 9.02% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0630,39,1575749.47,29194799.29,40397.0,17.45,18.53,5.4,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",50.33,Moderate,40,53438,4478,1.22,4,23,Digital Campaign,8.38,Needs Improvement,"Marketing effectiveness is 50.3/100 (Moderate). Campaign ROI averages 1.22, with 8.38% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0631,38,3496940.73,68321578.11,65320.0,25.59,19.54,5.12,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,61.64,Moderate,40,73477,9504,1.99,13,1,Digital Campaign,12.93,Moderate,"Marketing effectiveness is 61.6/100 (Moderate). Campaign ROI averages 1.99, with 12.93% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0632,38,4550138.31,87368676.0,84764.0,27.79,19.2,5.21,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,65.12,Moderate,40,93219,13023,2.2,14,5,Digital Campaign,13.97,Moderate,"Marketing effectiveness is 65.1/100 (Moderate). Campaign ROI averages 2.20, with 13.97% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0633,39,2256265.16,43285809.34,26997.0,22.32,19.18,5.21,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,53.94,Moderate,40,30059,3392,1.44,3,14,Digital Campaign,11.28,Moderate,"Marketing effectiveness is 53.9/100 (Moderate). Campaign ROI averages 1.44, with 11.28% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0634,39,3569979.58,69440584.5,40715.0,13.01,19.45,5.14,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",48.23,Moderate,40,88288,5944,1.93,7,1,Digital Campaign,6.73,Moderate,"Marketing effectiveness is 48.2/100 (Moderate). Campaign ROI averages 1.93, with 6.73% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0635,39,3049641.02,59141143.52,43186.0,21.03,19.39,5.16,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,55.08,Moderate,40,55612,5865,1.83,10,5,Digital Campaign,10.55,Moderate,"Marketing effectiveness is 55.1/100 (Moderate). Campaign ROI averages 1.83, with 10.55% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0636,38,3337275.76,67707303.39,43734.0,19.97,20.29,4.93,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,55.77,Moderate,40,62321,6226,2.12,14,2,Digital Campaign,9.99,Moderate,"Marketing effectiveness is 55.8/100 (Moderate). Campaign ROI averages 2.12, with 9.99% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0637,40,4883208.69,95815110.63,117795.0,28.55,19.62,5.1,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,70.24,Moderate,40,120921,17630,2.19,17,2,Digital Campaign,14.58,Moderate,"Marketing effectiveness is 70.2/100 (Moderate). Campaign ROI averages 2.19, with 14.58% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0638,40,3552400.11,72354295.81,58801.0,27.29,20.37,4.91,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,63.7,Moderate,40,59252,8185,1.99,10,0,Digital Campaign,13.81,Moderate,"Marketing effectiveness is 63.7/100 (Moderate). Campaign ROI averages 1.99, with 13.81% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0639,40,2912936.39,54949866.23,54235.0,27.65,18.86,5.3,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,60.95,Moderate,40,50745,7037,1.63,6,8,Digital Campaign,13.87,Moderate,"Marketing effectiveness is 61.0/100 (Moderate). Campaign ROI averages 1.63, with 13.87% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0640,40,10073974.63,204714935.79,138062.0,27.64,20.32,4.92,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,72.98,Moderate,40,159241,22028,2.65,22,2,Digital Campaign,13.83,High Performing,"Marketing effectiveness is 73.0/100 (Moderate). Campaign ROI averages 2.65, with 13.83% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0641,38,7139475.59,146028833.29,84005.0,39.17,20.45,4.89,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,76.6,High Performing,40,70217,13672,2.73,21,2,Digital Campaign,19.47,High Performing,"Marketing effectiveness is 76.6/100 (High Performing). Campaign ROI averages 2.73, with 19.47% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0642,38,8549051.59,174079206.16,107487.0,21.19,20.36,4.91,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,64.2,Moderate,40,169064,17515,2.65,18,3,Digital Campaign,10.36,High Performing,"Marketing effectiveness is 64.2/100 (Moderate). Campaign ROI averages 2.65, with 10.36% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0643,39,3334776.97,62091887.81,98292.0,23.64,18.62,5.37,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,62.24,Moderate,40,114157,13773,1.79,7,6,Digital Campaign,12.06,Moderate,"Marketing effectiveness is 62.2/100 (Moderate). Campaign ROI averages 1.79, with 12.06% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0644,40,3276834.31,64997015.62,117382.0,24.43,19.84,5.04,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,67.13,Moderate,40,125899,15864,1.92,10,4,Digital Campaign,12.6,Moderate,"Marketing effectiveness is 67.1/100 (Moderate). Campaign ROI averages 1.92, with 12.60% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0645,38,715882.37,15031120.63,20490.0,20.73,21.0,4.76,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,54.93,Moderate,40,20935,2020,1.12,1,22,Digital Campaign,9.65,Needs Improvement,"Marketing effectiveness is 54.9/100 (Moderate). Campaign ROI averages 1.12, with 9.65% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0646,39,10374755.1,191311407.23,144919.0,31.96,18.44,5.42,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,74.18,Moderate,40,148714,23839,2.29,13,2,Digital Campaign,16.03,High Performing,"Marketing effectiveness is 74.2/100 (Moderate). Campaign ROI averages 2.29, with 16.03% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0647,40,6026695.7,123357733.83,87107.0,21.88,20.47,4.89,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,62.62,Moderate,40,122084,13418,2.51,17,2,Digital Campaign,10.99,High Performing,"Marketing effectiveness is 62.6/100 (Moderate). Campaign ROI averages 2.51, with 10.99% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0648,38,2667835.72,49721316.95,85353.0,20.5,18.64,5.37,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,58.19,Moderate,40,111172,11344,1.6,5,11,Digital Campaign,10.2,Moderate,"Marketing effectiveness is 58.2/100 (Moderate). Campaign ROI averages 1.60, with 10.20% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0649,39,2070657.88,38036828.86,59949.0,18.23,18.37,5.44,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,52.94,Moderate,40,79790,7089,1.33,3,20,Digital Campaign,8.88,Needs Improvement,"Marketing effectiveness is 52.9/100 (Moderate). Campaign ROI averages 1.33, with 8.88% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0650,39,895905.49,18745796.13,18571.0,10.89,20.92,4.78,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",46.42,Moderate,40,35868,1820,1.24,5,22,Digital Campaign,5.07,Needs Improvement,"Marketing effectiveness is 46.4/100 (Moderate). Campaign ROI averages 1.24, with 5.07% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
